bead_type,size,Frequency,Amplitude,Electrode
Fe3O4,5,1,0.019672131,Outin
Fe3O4,5,1,0.021721311,Outin
Fe3O4,5,1,0.02295082,Outin
Fe3O4,5,1,0.019262295,Outin
Fe3O4,5,1,0.018442623,Outin
Fe3O4,5,1,0.017622951,Outin
Fe3O4,5,1,0.019469027,Outin
Fe3O4,5,1,0.022123894,Outin
Fe3O4,5,1,0.020353982,Outin
Fe3O4,5,1,0.015929204,Outin
Fe3O4,5,1,0.016814159,Outin
Fe3O4,5,1,0.015044248,Outin
Fe3O4,5,1,0.016814159,Outin
Fe3O4,5,1,0.021238938,Outin
Fe3O4,5,1,0.020353982,Outin
Fe3O4,5,1,0.019469027,Outin
Polystyrene,6,1,0.013462388,Outin
Polystyrene,6,1,0.012974767,Outin
Polystyrene,6,1,0.01539262,Outin
Polystyrene,6,1,0.011525045,Outin
Polystyrene,6,1,0.010821399,Outin
Polystyrene,6,1,0.008954224,Outin
Polystyrene,6,1,0.012478451,Outin
Polystyrene,6,1,0.012690583,Outin
Polystyrene,6,1,0.010098282,Outin
Polystyrene,6,1,0.013470893,Outin
Polystyrene,6,1,0.012333915,Outin
Polystyrene,6,1,0.013532907,Outin
Polystyrene,6,1,0.009014238,Outin
Polystyrene,6,1,0.01174125,Outin
Polystyrene,6,1,0.012332205,Outin
Polystyrene,6,1,0.012730786,Outin
Polystyrene,6,1,0.012274891,Outin
Polystyrene,6,1,0.011624483,Outin
Polystyrene,6,1,0.012566774,Outin
Polystyrene,6,1,0.011647212,Outin
